TK-20260613-0141,BK-20260613-0057,,,fsa,QR-E13B07FDBB97E22F,150000,3,2026-06-13 17:19:55
TK-20260613-0146,BK-20260613-0059,,,fsa,QR-4EB77660E6D1FEB5,150000,3,2026-06-13 17:28:34
TK-20260613-0151,BK-20260613-0061,,,fsa,QR-F3AC90B230FA7853,100000,3,2026-06-13 17:29:26
TK-20260613-0156,BK-20260613-0063,,,fsa,QR-AA6D1D551950281B,150000,3,2026-06-13 17:34:26
TK-20260613-0161,BK-20260613-0065,,,fsa,QR-CFD7C5C4ACA07D5D,225000,3,2026-06-13 17:37:18
TK-20260613-0166,BK-20260613-0067,,,fsa,QR-E1E6A08C2CBF0870,180000,3,2026-06-13 17:43:03
TK-20260619-0171,BK-20260619-0069,ST-20260624-00001,D07,Trần Văn An,QR-E6BDE8ABE5E35685,120000,3,2026-06-19 14:35:26
TK-20260619-0172,BK-20260619-0069,ST-20260624-00001,D08,Trần Văn An,QR-C846D09D38820EC5,120000,3,2026-06-19 14:35:26
TK-20260619-0176,BK-20260619-0071,ST-20260624-00001,E05,Trần Văn An,QR-FA42350559B1655F,120000,3,2026-06-19 18:11:36
TK-20260619-0177,BK-20260619-0071,ST-20260624-00001,E06,Trần Văn An,QR-1DD9218B87577691,120000,3,2026-06-19 18:11:36
TK-20260619-0181,BK-20260619-0073,ST-20260624-00001,D04,Trần Văn An,QR-54CA704EB4AD1CA4,120000,1,2026-06-19 18:13:33
TK-20260619-0182,BK-20260619-0073,ST-20260624-00001,D05,Trần Văn An,QR-557295FD952E31A5,120000,1,2026-06-19 18:13:33
TK-20260619-0186,BK-20260619-0075,ST-20260624-00003,C06,Trần Văn An,QR-6B99E47161F47CEF,180000,1,2026-06-19 18:38:08
TK-20260619-0187,BK-20260619-0075,ST-20260624-00003,B06,Trần Văn An,QR-7EE204E50409D4CB,120000,1,2026-06-19 18:38:08
TK-20260619-0191,BK-20260619-0077,ST-20260627-00002,E08,Trần Văn An,QR-7B4242DAB41B1A8A,120000,1,2026-06-19 19:01:54
TK-20260619-0192,BK-20260619-0077,ST-20260627-00002,E09,Trần Văn An,QR-CCBF654149045E22,120000,1,2026-06-19 19:01:54
TK-20260619-0196,BK-20260619-0079,ST-20260630-00001,A02,Trần Văn An,QR-4FF870AD93E15A9B,80000,1,2026-06-19 19:19:20
TK-20260619-0197,BK-20260619-0079,ST-20260630-00001,A01,Trần Văn An,QR-AA08274DA35272A8,80000,1,2026-06-19 19:19:20
TK-20260620-0201,BK-20260620-0081,ST-20260630-00001,F10,Trần Văn An,QR-C6F5A7DA22C160D1,160000,1,2026-06-20 00:27:53
TK-20260620-0202,BK-20260620-0081,ST-20260630-00001,F09,Trần Văn An,QR-55FA079E42F5B8D8,160000,1,2026-06-20 00:27:53
TK-20260620-0203,BK-20260620-0081,ST-20260630-00001,F08,Trần Văn An,QR-44EB016063B9F39B,160000,1,2026-06-20 00:27:53
TK-20260620-0206,BK-20260620-0083,ST-20260624-00005,D12,Trần Văn An,QR-13088162C1DC756C,120000,1,2026-06-20 10:29:16
TK-20260620-0211,BK-20260620-0085,ST-20260624-00005,C11,Trần Văn An,QR-BC02F52AE939889,120000,3,2026-06-20 10:32:37
TK-20260620-0216,BK-20260620-0087,ST-20260624-00002,H05,Trần Văn An,QR-B3B4713604893619,160000,1,2026-06-20 10:42:20
TK-20260622-0221,BK-20260622-0089,ST-20260630-00001,D08,Trần Văn An,QR-782FD74AD576B37E,120000,1,2026-06-22 20:40:03
TK-20260622-0222,BK-20260622-0089,ST-20260630-00001,D07,Trần Văn An,QR-A304EFFDE67220B8,120000,1,2026-06-22 20:40:03
TK-20260622-0226,BK-20260622-0091,ST-20260624-00003,A08,fsa,QR-25111274AC3949BA,120000,1,2026-06-22 21:14:45
TK-20260622-0231,BK-20260622-0093,ST-20260627-00001,B09,fsa,QR-8D07AE8424AB5569,100000,1,2026-06-22 21:15:52
TK-20260622-0236,BK-20260622-0095,ST-20260624-00006,C10,fsa,QR-F676435E637A2C12,120000,1,2026-06-22 21:33:01
TK-20260622-0241,BK-20260622-0097,ST-20260626-00001,C09,fsa,QR-3E7AE3C1D8E01554,120000,1,2026-06-22 21:41:17
TK-20260622-0242,BK-20260622-0097,ST-20260626-00001,C08,fsa,QR-983BC85147A982EA,120000,1,2026-06-22 21:41:17
TK-20260622-0243,BK-20260622-0097,ST-20260626-00001,C07,fsa,QR-B8DD6CC0CEE0AB83,120000,1,2026-06-22 21:41:17
TK-20260622-0244,BK-20260622-0097,ST-20260626-00001,D09,fsa,QR-E333EE76FC29B89B,120000,1,2026-06-22 21:41:17
TK-20260622-0245,BK-20260622-0097,ST-20260626-00001,D08,fsa,QR-5EFD7D31000EB11C,120000,1,2026-06-22 21:41:17
TK-20260623-0246,BK-20260623-0099,ST-20260624-00005,C04,fsa,QR-4818FB7B77A7A55A,120000,1,2026-06-23 17:40:49
TK-20260623-0251,BK-20260623-0101,ST-20260624-00005,B07,fsa,QR-32FB23EBB0DB53A2,80000,1,2026-06-23 17:52:24
TK-20260623-0252,BK-20260623-0101,ST-20260624-00005,B08,fsa,QR-F2D131759253C427,80000,1,2026-06-23 17:52:24
TK-20260624-0256,BK-20260624-0103,ST-20260628-00001,D07,Tran Van An,QR-C891F652D8FE0278,120000,1,2026-06-24 21:13:56
TK-20260625-0261,BK-20260625-0105,ST-20260624-00002,D10,Tran Van An,QR-604179939314ABF8,120000,1,2026-06-25 08:22:49
TK-20260625-0266,BK-20260625-0107,ST-20260624-00005,E10,Tran Van An,QR-575DD61C0D904916,120000,1,2026-06-25 08:36:37
TK-20260625-0271,BK-20260625-0109,ST-20260624-00005,E11,Tran Van An,QR-E942D881A5282404,120000,1,2026-06-25 08:46:57
TK-20260625-0276,BK-20260625-0111,ST-20260627-00001,E11,Tran Van An,QR-519260443C4D5A55,150000,1,2026-06-25 08:47:41
TK-20260625-0281,BK-20260625-0113,ST-20260624-00005,E07,Tran Van An,QR-9A7C6F8D89907FED,120000,1,2026-06-25 08:51:11
